,pesq_wb,time_sisnr_,stoi_score
0,2.769983768,19.65283203,0.983033701
1,2.517137527,17.83467484,0.9563793190000001
2,1.6361472609999999,9.128341675,0.887935255
3,1.510875463,9.967984199999998,0.891185289
4,2.451529264,14.87913704,0.967506477
5,3.264407873,22.14444733,0.993279474
6,2.87353158,13.97178268,0.975398958
7,3.690679312,28.14957619,0.9963351999999999
8,2.2807755469999997,14.99094391,0.934220182
9,1.24163115,3.628829718,0.73136338
10,2.204736471,14.67484093,0.955656087
11,4.074440479,28.43160629,0.99783201
12,3.306295395,21.39430809,0.9801925570000001
13,1.2587509159999999,2.992922783,0.836170443
14,1.224003196,2.666731834,0.751283395
15,3.347521782,20.10980225,0.987792628
16,3.34936142,19.456420899999998,0.989552755
17,1.993717074,13.20688152,0.9422558679999999
18,3.328378201,21.51046562,0.9889263690000001
19,3.4179074760000003,22.86894798,0.9915905970000001
20,1.7792875769999998,13.10000801,0.898721641
21,1.711350203,0.299377888,0.8110241970000001
22,2.990583897,16.52125931,0.97944046
23,2.2648582459999997,15.32469749,0.942407023
24,1.618041635,8.7153759,0.903616627
25,3.0025277139999997,19.24093246,0.9685427190000001
26,3.899485588,25.09192276,0.997249046
27,1.301608443,5.342895985,0.8344345959999999
28,3.115589857,16.12139702,0.990964865
29,3.404770374,20.33757973,0.992611635
30,1.554539561,8.476649284,0.909915631
31,3.177532196,18.18988419,0.96967205
32,3.912806273,28.51380157,0.9986954109999999
33,1.409018993,5.155115604,0.871657334
34,3.603654385,22.10996628,0.989025487
35,2.92186904,17.69655037,0.9703245140000001
36,1.1180534359999998,1.979036927,0.7991252240000001
37,2.013495445,13.24669838,0.930005593
38,2.3394117359999997,17.43510246,0.956567251
39,2.005776405,3.617744207,0.9221186509999999
40,1.40921998,7.937383175,0.867033396
41,1.308111906,4.431156158,0.814052909
42,1.739203215,13.27493095,0.917278542
43,3.031952858,19.04784584,0.9830287879999999
44,2.379758596,12.83238888,0.975341041
45,1.409960866,8.069489479,0.825050554
46,1.591232061,11.87661076,0.888197978
47,3.2569551469999998,20.62143517,0.9929724459999999
48,3.3092863560000003,23.88028717,0.990865135
49,1.539896727,7.456397057,0.90635925
50,1.237912893,4.989492893,0.8103100679999999
51,3.9872128960000004,26.35650635,0.998991845
52,2.302635431,11.66774559,0.970044925
53,3.362300396,21.08039856,0.994183053
54,1.7265019419999998,10.35932636,0.885197175
55,4.190408707,25.47477341,0.9982098709999999
56,2.8555028439999997,20.722072600000004,0.980770736
57,2.9481432439999997,15.61933136,0.98498722
58,2.698607206,13.71409225,0.9679750020000001
59,2.695942879,15.76930237,0.983858617
60,1.4361644980000001,9.692428589,0.884388692
61,2.210352659,14.9995594,0.9475361409999999
62,1.4172453880000002,6.652408123,0.852054135
63,1.7627184390000001,12.63373184,0.9235702029999999
64,3.3749289510000002,26.04330444,0.9920801029999999
65,3.064715147,17.65692329,0.983028485
66,1.818613052,9.304830551,0.9093656790000001
67,3.666541815,25.48648071,0.995504741
68,1.3448033330000002,5.09022665,0.813473763
69,2.450510979,10.00976658,0.953467209
70,3.855982065,27.20287132,0.996851005
71,1.270215511,4.445293427,0.759424035
72,2.654474258,15.73526287,0.978789522
73,3.3852710719999997,19.23308945,0.988297192
74,1.622713804,13.22888565,0.895030267
75,3.132090092,22.31817436,0.98863853
76,3.462644815,18.95998383,0.9900668770000001
77,3.5330977439999995,23.947155,0.992276895
78,4.199178696000001,30.4129715,0.999394593
79,1.894434571,11.37170029,0.957106895
80,2.44120121,8.549560547,0.954977286
81,1.263959765,5.17875576,0.8379160109999999
82,3.489909887,20.20449066,0.995729532
83,1.241103172,6.814632893,0.783808594
84,3.800538778,19.91358948,0.9962065659999999
85,3.068367481,20.11005783,0.9746027140000001
86,3.1736934189999997,21.7932663,0.989271103
87,3.937307596,29.42777443,0.998722412
88,1.902737141,14.46607208,0.9111407690000001
89,1.904145241,11.92036629,0.954066144
90,3.781094313,28.30281258,0.997521245
91,3.346109629,21.71417427,0.9900758620000001
92,2.834689379,19.88350296,0.980553578
93,4.023040295,21.31685638,0.991584356
94,1.5801532269999998,7.841571807999999,0.89514311
95,2.534462452,16.04861069,0.962218226
96,3.196618795,21.88218689,0.988844682
